work_order,description,status,type,asset_num,asset_location,job_plan_num,curr_stat_changeby,curr_stat_changedate,wo_pm_num,target_date,actual_finish,wo_siteid,wo_owner,group,grace_date,wo_status_wonum,wo_status_prev_status,wo_status_prev_changedate,wo_status_prev_changeby,report_date,report_month
1091225,EID 11590 1 MO PM NQ,CLOSE,PM,11590,QA1160,JP1168,MAXADMIN,2024-12-23 03:17:39.813,E11590M,2024-11-01 00:00:00,2024-10-29 12:00:00.000,FWN,LEKA1,FWNCCM,2024-11-01 00:00:00,1091225,COMP,2024-10-31 11:04:56.537,LEKA1,2024-10-01 02:06:20.230,2024-11
1091227,EID 11902 3 MO PM,CLOSE,PM,11902,RM0513,JP0464,MAXADMIN,2024-12-16 03:27:25.580,E11902-3,2024-11-01 00:00:00,2024-10-21 11:45:00.000,FWN,SHAFFNA1,FWNMICR2,2024-11-09 23:00:00,1091227,COMP,2024-10-23 08:55:16.710,SHAFFNA1,2024-10-01 02:06:24.077,2024-11
1091234,EID 11904 3 MO PM,CLOSE,CA,11904,RM0733,JP0464,MAXADMIN,2024-12-16 03:27:29.813,E11904-3,2024-11-01 00:00:00,2024-10-30 04:00:00.000,FWN,BURLEPH1,FWNMC1,2024-11-09 23:00:00,1091234,COMP,2024-10-30 05:28:27.687,BURLEPH1,2024-10-01 02:06:33.053,2024-11
1091241,EID 12419 3 MO PM,CLOSE,PM,12419,RM0729,JP0464,MAXADMIN,2024-12-16 03:27:33.470,E12419-3M,2024-11-01 00:00:00,2024-10-21 11:45:00.000,FWN,SHAFFNA1,FWNMICR2,2024-11-09 23:00:00,1091241,COMP,2024-10-23 08:59:58.677,SHAFFNA1,2024-10-01 02:06:42.097,2024-11
1091248,EID 12515 1 MO PM,CAN,PM,12515,QARM1521,JP1387,SCHMIC2H,2024-10-31 13:00:59.640,E12515-1M,2024-11-01 00:00:00,,FWN,GUZMARI1,FWNMICR1,2024-11-01 00:00:00,1091248,CAN,2024-10-31 13:00:38.653,SCHMIC2H,2024-10-01 02:06:50.410,2024-11
1091265,EID 12758 3 MO PM,CLOSE,PM,12758,QARM1625,JP2077,MAXADMIN,2024-12-23 03:17:40.673,E12758-3M,2024-11-01 00:00:00,2024-10-31 12:00:00.000,FWN,ERICKDA1,FWNQALO,2024-11-09 23:00:00,1091265,COMP,2024-10-31 14:06:16.273,MCKNIJA1,2024-10-01 02:07:11.893,2024-11
1091268,EID 12758 1 MO PM,CLOSE,PM,12758,QARM1625,JP1302,MAXADMIN,2024-12-23 03:17:41.747,E12758-M,2024-11-01 00:00:00,2024-10-31 12:30:00.000,FWN,MCKNIJA1,FWNQALO,2024-11-01 00:00:00,1091268,COMP,2024-10-31 14:00:13.673,MCKNIJA1,2024-10-01 02:07:15.753,2024-11
1091270,EID 1334 1 MO PM,COMP,PM,1334,RM0264,JP0019,WITHEHA1,2025-06-26 14:30:53.687,E1334-1M,2024-11-01 00:00:00,2024-11-04 00:05:42.013,FWN,,FWNPSC,2024-11-01 00:00:00,1091270,MISSED,2024-11-04 00:05:42.013,MAXADMIN,2024-10-01 02:07:18.723,2024-11
1091270,EID 1334 1 MO PM,COMP,PM,1334,RM0264,JP0019,WITHEHA1,2025-06-26 14:30:53.687,E1334-1M,2024-11-01 00:00:00,2024-11-04 00:05:42.013,FWN,,FWNPSC,2024-11-01 00:00:00,1091270,COMP,2025-06-26 14:29:59.533,WITHEHA1,2024-10-01 02:07:18.723,2024-11
1091273,EID 13353 1 MO PM,CAN,PM,13353,QARM1521,JP1387,SCHMIC2H,2024-10-31 13:01:05.927,E13353-1M,2024-11-01 00:00:00,,FWN,NGUYENI1,FWNMICR1,2024-11-01 00:00:00,1091273,CAN,2024-10-31 13:00:38.653,SCHMIC2H,2024-10-01 02:07:24.727,2024-11
1091286,EID 13792 1 MO PM,CLOSE,PM,13792,QARM1153,JP1432,MAXADMIN,2024-12-23 03:17:43.880,E13792-1M,2024-11-01 00:00:00,2024-10-30 15:30:00.000,FWN,BULLONA2,FWNQALO,2024-11-01 00:00:00,1091286,COMP,2024-10-31 09:36:55.280,BULLONA2,2024-10-01 02:07:39.680,2024-11
1091289,EID 14052 1 MO PM,CLOSE,PM,14052,QARM1440,JP1478,MAXADMIN,2024-12-23 03:17:44.833,E14052-1M,2024-11-01 00:00:00,2024-10-31 12:00:00.000,FWN,SMITHNIH,FWNQCAST,2024-11-01 00:00:00,1091289,COMP,2024-10-31 16:14:10.290,HIGGIWI2,2024-10-01 02:07:43.637,2024-11
1091292,EID 14053 1 MO PM,CLOSE,PM,14053,QARM1627,JP1479,MAXADMIN,2024-12-16 03:27:36.437,E14053-1M,2024-11-01 00:00:00,2024-10-30 08:00:00.000,FWN,FANGME1,FWNMICR1,2024-11-01 00:00:00,1091292,COMP,2024-10-30 15:44:39.710,FANGME1,2024-10-01 02:07:47.000,2024-11
1091296,EID 14060 1 MO PM,CLOSE,PM,14060,QA,JP1499,MAXADMIN,2024-12-16 03:27:39.090,E14060-1M,2024-11-01 00:00:00,2024-10-30 23:00:00.000,FWN,SERRANA2,FWNMICR2,2024-11-01 00:00:00,1091296,COMP,2024-10-31 15:30:09.463,SERRANA2,2024-10-01 02:07:50.707,2024-11
1091299,"EID 14060 1 MO PM ""A""",CLOSE,PM,14060,QA,JP1498,MAXADMIN,2024-12-16 03:27:41.113,E14060-1MA,2024-11-01 00:00:00,2024-10-28 12:00:00.000,FWN,WHITEAM3,FWNMICR1,2024-11-01 00:00:00,1091299,COMP,2024-10-29 09:04:02.123,WHITEAM3,2024-10-01 02:07:54.423,2024-11
1091301,"EID 14060 1 MO PM ""B""",CLOSE,PM,14060,QA,JP1497,MAXADMIN,2024-12-23 03:17:45.773,E14060-1MB,2024-11-01 00:00:00,2024-10-31 09:30:00.000,FWN,SMITHNIH,FWNQCAST,2024-11-01 00:00:00,1091301,COMP,2024-10-31 09:43:17.883,SMITHNIH,2024-10-01 02:07:57.130,2024-11
1091303,EID 14971  1 MO  PM  FP Chemistry,CLOSE,PM,14971,QARM1405,JP2087,MAXADMIN,2024-12-16 03:27:42.337,E14971-1MC,2024-11-01 00:00:00,2024-10-29 13:00:00.000,FWN,,FWNQACL,2024-11-01 00:00:00,1091303,COMP,2024-10-29 13:26:09.867,DINSAYE1,2024-10-01 02:08:00.230,2024-11
1091306,EID 14971  1 MO  PM  Comp Chem,CLOSE,PM,14971,QARM1405,JP2087,MAXADMIN,2024-12-23 03:17:46.490,E14971-1MR,2024-11-01 00:00:00,2024-10-31 08:45:00.000,FWN,MCCOLGA1,FWNCCM,2024-11-01 00:00:00,1091306,COMP,2024-10-31 09:05:47.653,MCCOLGA1,2024-10-01 02:08:03.627,2024-11
1091309,EID 15095 3 MO PM,CLOSE,PM,15095,QA BUILDING/INTERIOR,JP0464,MAXADMIN,2024-12-16 03:27:44.033,E15095-3M,2024-11-01 00:00:00,2024-10-29 08:30:00.000,FWN,SCHATMA3,FWNQACL,2024-11-09 23:00:00,1091309,COMP,2024-10-29 11:31:22.547,SCHATMA3,2024-10-01 02:08:06.610,2024-11
1091316,EID 15101 7 day PM,CLOSE,PM,15101,AR0856,JP1571,MAXADMIN,2024-11-29 03:22:26.447,E15101-7D,2024-10-08 00:00:00,2024-10-07 15:00:00.000,FWN,OLMOSJU1,FWNPS,2024-10-08 00:00:00,1091316,COMP,2024-10-07 16:08:58.870,OLMOSJU1,2024-10-01 02:08:12.810,2024-10
1091337,EID 15243 7 day PM,CLOSE,PM,15243,RM0856,JP1706,MAXADMIN,2024-11-29 03:22:32.310,E15243-7D,2024-10-08 00:00:00,2024-10-04 21:30:00.000,FWN,LAGUNIR1,FWNPS,2024-10-08 00:00:00,1091337,COMP,2024-10-07 19:58:49.970,LAGUNIR1,2024-10-01 02:08:42.027,2024-10
1091341,EID 15253 7Day PM,CLOSE,PM,15253,RM0864,JP1702,MAXADMIN,2024-11-22 03:20:24.697,E15253-7D,2024-10-08 00:00:00,2024-10-04 08:45:00.000,FWN,MARQUMI4,FWNPS,2024-10-08 00:00:00,1091341,COMP,2024-10-04 08:57:54.107,MARQUMI4,2024-10-01 02:08:47.373,2024-10
1091345,EID 15273 7 day PM,CLOSE,PM,15273,RM0864,JP1705,MAXADMIN,2024-11-22 03:20:28.113,E15273-7D,2024-10-08 00:00:00,2024-10-04 07:00:00.000,FWN,MARQUMI4,FWNPS,2024-10-08 00:00:00,1091345,COMP,2024-10-04 09:02:42.987,MARQUMI4,2024-10-01 02:08:52.223,2024-10
1091351,EID 15336 1 M PM,PENDQA,PM,15336,RM0256E,JP2065,MEJIAMI2,2025-06-19 11:43:49.777,E15336-M,2024-11-01 00:00:00,2024-11-04 00:05:44.100,FWN,,FWNQACP,2024-11-01 00:00:00,1091351,MISSED,2024-11-04 00:05:44.100,MAXADMIN,2024-10-01 02:09:02.577,2024-11
1091360,EID 16271 1 M PM,CLOSE,PM,16271,,JP1387,MAXADMIN,2024-12-16 03:27:51.227,E16271-MA,2024-11-01 00:00:00,2024-10-03 14:00:00.000,FWN,NGUYEHO2,FWNMICR1,2024-11-01 00:00:00,1091360,COMP,2024-10-29 09:53:20.000,NGUYEHO2,2024-10-01 02:09:19.040,2024-11
1091371,Isolator Inspection 1M PM,CAN,PM,16273,,JP1387,SCHMIC2H,2024-10-31 13:01:12.013,E16273-M,2024-11-01 00:00:00,,FWN,FONSEHA1,FWNMICR1,2024-11-01 00:00:00,1091371,CAN,2024-10-31 13:00:38.653,SCHMIC2H,2024-10-01 02:09:32.507,2024-11
1091382,EID 16802 WK PM,CLOSE,PM,16802,RM0816,JP2132,MAXADMIN,2024-11-29 03:22:35.947,E16802-W,2024-10-08 00:00:00,2024-10-05 07:00:00.000,FWN,CARLSCO2,FWNPS,2024-10-08 00:00:00,1091382,COMP,2024-10-05 12:25:22.403,US023559,2024-10-01 02:09:47.530,2024-10
1091384,EID 16803 WK PM,CLOSE,PM,16803,RM0816,JP2127,MAXADMIN,2024-11-29 03:22:37.710,E16803-W,2024-10-08 00:00:00,2024-10-05 06:30:00.000,FWN,CARLSCO2,FWNPS,2024-10-08 00:00:00,1091384,COMP,2024-10-05 12:22:56.460,US023559,2024-10-01 02:09:51.507,2024-10
1091386,EID 17365 Monthly PM,FLAGGED,PM,17365,RM1042,JP2311,BRANNTR1,2025-02-13 05:16:56.457,E17365 -1M,2024-11-01 00:00:00,2024-11-04 00:05:48.077,FWN,,FWNPSP,2024-11-01 00:00:00,1091386,MISSED,2024-11-04 00:05:48.077,MAXADMIN,2024-10-01 02:09:55.980,2024-11
1091386,EID 17365 Monthly PM,FLAGGED,PM,17365,RM1042,JP2311,BRANNTR1,2025-02-13 05:16:56.457,E17365 -1M,2024-11-01 00:00:00,2024-11-04 00:05:48.077,FWN,,FWNPSP,2024-11-01 00:00:00,1091386,COMP,2025-01-09 17:18:39.593,GRISHDU1,2024-10-01 02:09:55.980,2024-11
1091392,EID 2151 14 Day PM,CLOSE,PM,2151,RM0818,JP0702,MAXADMIN,2025-04-05 03:15:53.500,E2151-14,2024-10-08 00:00:00,2024-10-11 00:05:15.027,FWN,,FWNPSC,2024-10-08 00:00:00,1091392,MISSED,2024-10-11 00:05:15.027,MAXADMIN,2024-10-01 02:10:09.707,2024-10
1091396,EID 4027 14day PM,CLOSE,PM,4027,RM0831,JP1333,MAXADMIN,2025-04-05 03:15:54.867,E4027-14D,2024-10-08 00:00:00,2024-10-11 00:05:16.573,FWN,,FWNPSC,2024-10-08 00:00:00,1091396,MISSED,2024-10-11 00:05:16.573,MAXADMIN,2024-10-01 02:10:20.253,2024-10
1091398,Monthly Critical Supply Audit,CLOSE,CA,5287,INTERIOR,JP0320,MAXADMIN,2024-12-23 03:17:49.960,E5287-1M,2024-11-01 00:00:00,2024-10-30 07:30:00.000,FWN,GRACICH1,FWNMCS,2024-11-01 00:00:00,1091398,COMP,2024-10-30 07:42:57.927,GRACICH1,2024-10-01 02:10:25.937,2024-11
1091410,EID 6055 Weekly PM,CLOSE,PM,6055,RM0831,JP1186,MAXADMIN,2024-11-29 03:22:40.913,E6055-WK,2024-10-08 00:00:00,2024-10-04 13:15:00.000,FWN,GRACEJE1,FWNPS,2024-10-08 00:00:00,1091410,COMP,2024-10-04 13:27:46.937,GRACEJE1,2024-10-01 02:10:48.107,2024-10
1091418,EID 8407 3MO PM NQ,CLOSE,CA,8407,INTERIOR,JP0464,MAXADMIN,2024-12-16 03:27:58.483,E8407-3M,2024-11-01 00:00:00,2024-10-30 04:30:00.000,FWN,BURLEPH1,FWNMC1,2024-11-09 23:00:00,1091418,COMP,2024-10-30 05:26:12.957,BURLEPH1,2024-10-01 02:11:01.087,2024-11
1091425,EID 8429 3MO PM,MISSED,CA,8429,INTERIOR,JP0464,MAXADMIN,2024-11-22 00:05:17.430,E8429-3M,2024-11-01 00:00:00,2024-11-22 00:05:16.867,FWN,,FWNPSC,2024-11-09 23:00:00,1091425,MISSED,2024-11-22 00:05:16.867,MAXADMIN,2024-10-01 02:11:08.677,2024-11
1091432,EID 8431 3MO PM,CLOSE,PM,8431,RM0532,JP0464,MAXADMIN,2025-04-05 03:15:55.823,E8431-3M,2024-11-01 00:00:00,2024-11-22 00:05:22.340,FWN,,FWNHSE,2024-11-09 23:00:00,1091432,MISSED,2024-11-22 00:05:22.340,MAXADMIN,2024-10-01 02:11:16.937,2024-11
1091488,EID 9652 1 MO PM,CLOSE,PM,9652,FWNMFG,JP0779,MAXADMIN,2025-01-18 03:16:06.883,E96521M,2024-11-01 00:00:00,2024-10-30 10:56:55.390,FWN,,FWNFMOP,2024-11-01 00:00:00,1091488,COMP,2024-10-30 10:56:55.390,HALLAN7,2024-10-01 02:12:27.213,2024-11
1091504,EID FWNMFG 1 MO PM,CLOSE,PM,FWNMFG,FWN MFG,JP2079,MAXADMIN,2024-12-16 03:28:02.933,EFWNMFG-1M,2024-11-01 00:00:00,2024-10-18 13:30:00.000,FWN,WHITEAM3,FWNMICR1,2024-11-01 00:00:00,1091504,COMP,2024-10-18 14:41:12.907,WHITEAM3,2024-10-01 02:12:53.197,2024-11
1091506,EID FWNMFG 1 MO PM,CLOSE,PM,FWNMFG,FWN MFG,JP2078,MAXADMIN,2024-12-16 03:28:04.333,EFWNMFG-2W,2024-11-01 00:00:00,2024-10-07 10:30:00.000,FWN,WHITEAM3,FWNMICR1,2024-11-01 00:00:00,1091506,COMP,2024-10-11 09:45:24.140,WHITEAM3,2024-10-01 02:12:57.203,2024-11
1091536,EID RM1033 6 MO PM,CLOSE,CA,RM1033,RM1033,JP0464,MAXADMIN,2024-12-31 03:19:14.653,ERM1033-6M,2024-11-01 00:00:00,2024-11-14 05:00:00.000,FWN,BURLEPH1,FWNMC1,2024-11-18 23:00:00,1091536,COMP,2024-11-14 05:21:07.857,BURLEPH1,2024-10-01 02:13:42.647,2024-11
1091554,Electrical Safety Gloves Exchange,CLOSE,CA,,INTERIOR,JP2329,MAXADMIN,2025-01-31 03:15:37.030,2201,2024-12-01 00:00:00,2024-12-12 07:00:00.000,FWN,,FWNLC1,2024-12-19 00:00:00,1091554,COMP,2024-12-12 09:59:42.327,CAWDRSI1,2024-10-02 02:00:09.810,2024-12
1091556,Electrical Safety Gloves Exchange,CLOSE,CA,,INTERIOR,JP2329,MAXADMIN,2025-02-01 03:15:10.173,2202,2024-12-01 00:00:00,2024-12-10 07:00:00.000,FWN,CAWDRSI1,FWNPS,2024-12-19 00:00:00,1091556,COMP,2024-12-17 06:50:53.503,CAWDRSI1,2024-10-02 02:00:12.973,2024-12
1091558,Electrical Safety Gloves Exchange,CLOSE,CA,,INTERIOR,JP2329,MAXADMIN,2025-01-20 03:15:13.337,2204,2024-12-01 00:00:00,2024-12-04 09:30:00.000,FWN,DUPLADA2,FWNAE,2024-12-19 00:00:00,1091558,COMP,2024-12-05 07:59:03.033,DUPLADA2,2024-10-02 02:00:23.167,2024-12
1091560,Lantech Wrapper Monthly PM,CLOSE,PM,15469,RM0130,2402-02,MAXADMIN,2024-12-16 03:28:06.800,2402-11,2024-11-01 00:00:00,2024-10-18 02:30:00.000,FWN,ORBANWI1,FWNLC1,2024-11-01 00:00:00,1091560,COMP,2024-10-18 05:11:16.213,US029160,2024-10-02 02:00:26.233,2024-11
1091566,PM for Line 20 Pallet Tipper 10060 - 6 months,CLOSE,PM,10060,RM1171,JP2273,MAXADMIN,2025-01-31 03:15:39.123,E10060SA,2024-12-01 00:00:00,2024-11-23 08:00:00.000,FWN,THOMAKEK,FWNLC1,2024-12-19 00:00:00,1091566,COMP,2024-12-12 04:30:16.770,THOMAKEK,2024-10-02 02:00:32.910,2024-12
1091571,EID 15039 6 MO PM,CLOSE,PM,15039,AR0630,JP0341,MAXADMIN,2025-01-12 03:15:42.300,E15039-6M,2024-12-01 00:00:00,2024-11-26 16:30:00.000,FWN,THOMAMAP,FWNLC1,2024-12-19 00:00:00,1091571,COMP,2024-11-26 21:46:23.900,US028795,2024-10-02 02:00:40.240,2024-12
1091576,EID 15109 6 MO PM,PENDQA,PM,15109,AR0295,JP1580,CAWDRSI1,2025-05-12 11:08:52.500,E15109-6M,2024-12-01 00:00:00,2024-12-23 08:30:00.000,FWN,,FWNPS,2024-12-19 00:00:00,1091576,COMP,2024-12-23 10:20:45.767,SMITHSTK,2024-10-02 02:00:46.543,2024-12
1091578,EID 15126 6 MO PM,CLOSE,PM,15126,AR0295,JP1583,MAXADMIN,2025-01-10 03:15:12.303,E15126-6M,2024-12-01 00:00:00,2024-11-23 13:30:00.000,FWN,LAGUNIR1,FWNPS,2024-12-19 00:00:00,1091578,COMP,2024-11-23 14:02:13.540,LAGUNIR1,2024-10-02 02:00:49.903,2024-12
1091588,EID 15134 6 MO PM,CLOSE,PM,15134,AR0295,JP1583,MAXADMIN,2025-01-12 03:15:43.910,E15134-6M,2024-12-01 00:00:00,2024-11-26 18:45:00.000,FWN,OLMOSJU1,FWNPS,2024-12-19 00:00:00,1091588,COMP,2024-11-26 20:54:09.347,OLMOSJU1,2024-10-02 02:01:01.313,2024-12
1091598,EID 15135 6 MO PM,PENDQA,PM,15135,AR0295,JP1583,CAWDRSI1,2025-05-12 11:08:54.037,E15135-6M,2024-12-01 00:00:00,2024-12-23 09:00:00.000,FWN,,FWNPS,2024-12-19 00:00:00,1091598,COMP,2024-12-23 10:23:13.123,SMITHSTK,2024-10-02 02:01:13.320,2024-12
1091608,EID 15255 6 MO PM,CLOSE,PM,15255,AR0295,JP1686,MAXADMIN,2025-01-10 03:15:17.163,E15255-6M,2024-12-01 00:00:00,2024-11-23 08:00:00.000,FWN,SMITHSTK,FWNPS,2024-12-19 00:00:00,1091608,COMP,2024-11-23 12:10:52.967,SMITHSTK,2024-10-02 02:01:26.570,2024-12
1091612,EID 15257 6 MO PM,CLOSE,PM,15257,AR0853,JP1689,MAXADMIN,2025-01-10 03:15:20.240,E15257-6M,2024-12-01 00:00:00,2024-11-23 11:30:00.000,FWN,LAGUNIR1,FWNPS,2024-12-19 00:00:00,1091612,COMP,2024-11-23 14:00:57.410,LAGUNIR1,2024-10-02 02:01:33.110,2024-12
1091631,"EID 15190 1 YR PM WS ""B""",CLOSE,PM,15190,RM0847,JP1624,MAXADMIN,2025-02-13 03:15:12.227,15190-WSB,2025-01-01 00:00:00,2024-12-28 07:00:00.000,FWN,SANTIDAC,FWNPS,2025-01-31 00:00:00,1091631,COMP,2024-12-28 07:46:09.090,SANTIDAC,2024-10-03 02:00:09.957,2025-01
1091634,Yearly PM Pallet Inverter,CLOSE,PM,17056,RM1033,JP2218,MAXADMIN,2025-01-31 03:15:42.157,19472,2025-01-01 00:00:00,2024-12-11 19:00:00.000,FWN,SYSAVVO1,FWNLC1,2025-01-31 00:00:00,1091634,COMP,2024-12-11 21:11:42.317,SYSAVVO1,2024-10-03 02:00:15.570,2025-01
1091644,SAMACO Interlock Function Check,CLOSE,PM,7343,RM0542,17579,MAXADMIN,2025-02-11 03:15:11.727,19695,2025-01-01 00:00:00,2024-12-26 07:00:00.000,FWN,CARTEWI3,FWNLC1,2025-01-31 00:00:00,1091644,COMP,2024-12-26 11:59:03.273,US035709,2024-10-03 02:00:23.980,2025-01
1091646,Line 22 Compressed Air Filters,PENDQA,PM,,RM0327,JP0589,LARAJO5,2025-05-09 11:32:50.873,20744,2025-01-01 00:00:00,2025-03-02 00:05:03.483,FWN,LARAJO5,FWNPSC,2025-01-31 00:00:00,1091646,MISSED,2025-03-02 00:05:03.483,MAXADMIN,2024-10-03 02:00:26.530,2025-01
1091655,Audit of Saviynt HMI User Groups,CLOSE,PM,15472,RM0816,JP2257,MAXADMIN,2025-02-15 03:15:12.887,21983,2025-01-01 00:00:00,2024-12-31 08:00:00.000,FWN,CAWDRSI1,FWNPS,2025-01-31 00:00:00,1091655,COMP,2024-12-31 08:26:35.577,CAWDRSI1,2024-10-03 02:00:38.427,2025-01
1091658,UDI Carton Printer and Verification System,CLOSE,PM,17449,RM0721,JP2149,MAXADMIN,2025-02-01 03:15:12.603,2208,2025-01-01 00:00:00,2024-12-16 09:30:00.000,FWN,KELLEJU4,FWNLC1,2025-01-31 00:00:00,1091658,COMP,2024-12-16 14:05:17.373,KELLEJU4,2024-10-03 02:00:44.493,2025-01
1091660,UDI Carton Printer and Verification System,CLOSE,PM,17451,AR0630,JP2149,MAXADMIN,2025-02-15 03:15:14.680,2209,2025-01-01 00:00:00,2024-12-30 14:00:00.000,FWN,THOMAMAP,FWNLC1,2025-01-31 00:00:00,1091660,COMP,2024-12-31 09:04:48.303,EAGANPH1,2024-10-03 02:00:48.530,2025-01
1091662,Reflex Packaging Line Automated Cartoner – 1YR,CLOSE,PM,15465,AR0135,2303-02,MAXADMIN,2025-02-08 03:15:14.700,2303-002,2025-01-01 00:00:00,2024-12-23 18:30:00.000,FWN,EAGANPH1,FWNLC1,2025-01-31 00:00:00,1091662,COMP,2024-12-23 18:38:39.657,EAGANPH1,2024-10-03 02:00:52.047,2025-01
1091664,Reflex Packaging Line Conveyor System – 1YR,CLOSE,PM,15466,AR0135,2303-05,MAXADMIN,2025-02-08 03:15:16.137,2303-005,2025-01-01 00:00:00,2024-12-23 18:45:00.000,FWN,EAGANPH1,FWNLC1,2025-01-31 00:00:00,1091664,COMP,2024-12-23 18:45:06.983,EAGANPH1,2024-10-03 02:00:56.677,2025-01
1091666,2 YR LN12 Cartoner Fume Extractor PM,CLOSE,PM,15255,AR0295,2403-03,MAXADMIN,2025-02-15 03:15:16.027,2403-11,2025-01-01 00:00:00,2024-12-31 10:30:00.000,FWN,SMITHSTK,FWNPS,2025-01-31 00:00:00,1091666,COMP,2024-12-31 10:58:34.007,SMITHSTK,2024-10-03 02:01:00.717,2025-01
1091668,1MO AGV PM,PENDQA,PM,17423,RM1017,JP2410-02,CAWDRSI1,2025-06-30 10:57:15.623,2410-01,2024-11-01 00:00:00,2024-11-04 00:05:49.313,FWN,,FWNPS,2024-11-01 00:00:00,1091668,MISSED,2024-11-04 00:05:49.313,MAXADMIN,2024-10-03 02:01:03.967,2024-11
1091668,1MO AGV PM,PENDQA,PM,17423,RM1017,JP2410-02,CAWDRSI1,2025-06-30 10:57:15.623,2410-01,2024-11-01 00:00:00,2024-11-04 00:05:49.313,FWN,,FWNPS,2024-11-01 00:00:00,1091668,COMP,2025-06-26 14:29:59.533,WITHEHA1,2024-10-03 02:01:03.967,2024-11
1091672,1MO AGV PM,PENDQA,PM,17423,RM1017,JP2410-03,DUPLADA2,2025-05-19 14:11:42.707,2410-02,2024-11-01 00:00:00,2024-11-04 00:05:51.343,FWN,,FWNAE,2024-11-01 00:00:00,1091672,MISSED,2024-11-04 00:05:51.343,MAXADMIN,2024-10-03 02:01:10.850,2024-11
1091681,EID 10027 1 YR PM WS,CLOSE,PM,10027,RM0601,JP1240,MAXADMIN,2025-02-21 03:18:52.533,E10027-WS,2025-01-01 00:00:00,2024-12-24 08:30:00.000,FWN,WARRERI1,FWNCSS,2025-01-31 00:00:00,1091681,COMP,2024-12-24 10:17:05.180,US048976,2024-10-03 02:01:25.390,2025-01
1091685,EID 10035 1 YR PM,CLOSE,PM,10035,INTERIOR,JP0464,MAXADMIN,2025-02-04 03:15:13.120,E10035-1Y,2025-01-01 00:00:00,2024-12-19 16:12:21.313,FWN,,FWNQAOP1,2025-01-31 00:00:00,1091685,COMP,2024-12-19 16:12:21.313,US022100,2024-10-03 02:01:34.007,2025-01
1091692,EID 10038 1 YR PM WS,CLOSE,PM,10038,RM0600,JP0978,MAXADMIN,2025-02-15 03:15:17.340,E10038WS,2025-01-01 00:00:00,2024-12-30 08:30:00.000,FWN,KELLEJU4,FWNLC1,2025-01-31 00:00:00,1091692,COMP,2024-12-30 10:26:47.037,KELLEJU4,2024-10-03 02:01:41.973,2025-01
1091702,EID 1026 WS PM,CLOSE,PM,1026,RM0836,JP0065,MAXADMIN,2025-02-13 03:15:14.637,E1026-WS,2025-01-01 00:00:00,2024-12-28 07:30:00.000,FWN,SANTIDAC,FWNPS,2025-01-31 00:00:00,1091702,COMP,2024-12-28 09:53:03.540,SMITHSTK,2024-10-03 02:01:54.867,2025-01
1091704,"EID 10334 2 YR PM ""A""",CLOSE,PM,10334,AR0630,JP0456,MAXADMIN,2025-02-16 03:16:51.547,E10334A,2025-01-01 00:00:00,2024-12-12 21:00:00.000,FWN,VELASMI3,FWNAE,2025-01-31 00:00:00,1091704,COMP,2024-12-31 09:56:09.040,VELASMI3,2024-10-03 02:01:59.043,2025-01
1091706,"EID 10334 1 YR PM ""WS""",CLOSE,PM,10334,AR0630,JP0992,MAXADMIN,2025-02-13 03:15:16.637,E10334WS,2025-01-01 00:00:00,2024-12-27 07:30:00.000,FWN,KELLEJU4,FWNLC1,2025-01-31 00:00:00,1091706,COMP,2024-12-27 09:03:12.853,SYSAVVO1,2024-10-03 02:02:02.793,2025-01
1091713,EID 10470 1 YR PM,CLOSE,PM,10470,RM0402,JP1003,MAXADMIN,2025-02-13 03:15:21.233,E10470-Y,2025-01-01 00:00:00,2024-12-28 10:00:00.000,FWN,CARRIKE1,FWNPS,2025-01-31 00:00:00,1091713,COMP,2024-12-28 11:29:53.553,US046104,2024-10-03 02:02:11.627,2025-01
1091715,EID 10519 1 YR PM,CLOSE,PM,10519,RM0801B,JP0387,MAXADMIN,2025-02-15 03:15:22.187,E10519-1,2025-01-01 00:00:00,2024-12-14 08:45:00.000,FWN,BLANCDA7,FWNAE,2025-01-31 00:00:00,1091715,COMP,2024-12-14 10:36:03.793,US028473,2024-10-03 02:02:15.923,2025-01
1091721,EID 10667 2 YR PM,CLOSE,PM,10667,RM0856,JP0456,MAXADMIN,2025-02-15 03:15:25.187,E10667-2,2025-01-01 00:00:00,2024-12-14 09:30:00.000,FWN,BLANCDA7,FWNAE,2025-01-31 00:00:00,1091721,COMP,2024-12-14 10:37:47.060,US028473,2024-10-03 02:02:23.780,2025-01
1091723,EID 10685 2 YR PM,CLOSE,PM,10685,RM0867,JP0456,MAXADMIN,2025-02-15 03:15:26.840,E10685-2Y,2025-01-01 00:00:00,2024-12-14 10:15:00.000,FWN,BLANCDA7,FWNAE,2025-01-31 00:00:00,1091723,COMP,2024-12-14 10:39:24.847,US028473,2024-10-03 02:02:28.107,2025-01
1091725,EID 10705 1 YR PM,CLOSE,PM,10705,RM0560,JP1213,MAXADMIN,2025-02-15 03:15:28.097,E10705-1YR,2025-01-01 00:00:00,2024-12-26 05:30:00.000,FWN,VELASMI3,FWNAE,2025-01-31 00:00:00,1091725,COMP,2024-12-26 17:54:26.053,VELASMI3,2024-10-03 02:02:31.800,2025-01
