work_order,description,status,type,asset_num,asset_location,job_plan_num,curr_stat_changeby,curr_stat_changedate,wo_pm_num,target_date,actual_finish,wo_siteid,wo_owner,group,grace_date,wo_status_wonum,wo_status_prev_status,wo_status_prev_changedate,wo_status_prev_changeby,report_date,report_month
1076797,EID 17281 Monthly PM,CLOSE,PM,17281,,JP2293,MAXADMIN,2024-11-17 03:18:09.933,20800,2024-10-01,2024-09-28 04:00:00.000,FWN,RAMOSAM3,FWNCSM,2024-10-01 00:00:00,1076797,COMP,2024-09-28 04:59:56.757,RAMOSAM3,2024-08-16 02:03:34.697,2024-10
1076799,SprayBalls/Dip Tubes,CLOSE,PM,17411,COMPOUND 9E,JP1447,MAXADMIN,2024-11-17 03:18:10.950,21001,2024-10-01,2024-09-23 13:15:00.000,FWN,THOMPBI1,FWNWSM,2024-10-01 00:00:00,1076799,COMP,2024-09-23 14:23:11.373,US048976,2024-08-16 02:03:38.653,2024-10
1076802,EID 17280 3MO PM,CLOSE,PM,17280,RM1017,JP2297,MAXADMIN,2024-11-17 03:18:11.823,21016,2024-10-01,2024-09-28 04:00:00.000,FWN,RAMOSAM3,FWNCSM,2024-10-10 00:00:00,1076802,COMP,2024-09-28 05:01:36.417,RAMOSAM3,2024-08-16 02:03:45.457,2024-10
1076807,EID 17280 Monthly PM,CLOSE,PM,17280,RM1017,JP2299,MAXADMIN,2024-11-17 03:18:13.737,21018,2024-10-01,2024-09-28 04:00:00.000,FWN,RAMOSAM3,FWNCSM,2024-10-01 00:00:00,1076807,COMP,2024-09-28 05:02:43.687,RAMOSAM3,2024-08-16 02:03:53.713,2024-10
1076811,"1 Month PM ""A""",CLOSE,PM,17296,RM1213,JP1634,MAXADMIN,2024-11-01 03:15:15.913,21104,2024-10-01,2024-09-06 12:30:00.000,FWN,SANDOVI2,FWNPS,2024-10-01 00:00:00,1076811,COMP,2024-09-13 19:16:11.503,SANDOVI2,2024-08-16 02:03:59.923,2024-10
1076817,Line 22 Filler,CLOSE,PM,17296,RM1213,JP1446,MAXADMIN,2024-11-01 03:15:20.543,21105,2024-10-01,2024-09-06 13:00:00.000,FWN,SANDOVI2,FWNPS,2024-10-01 00:00:00,1076817,COMP,2024-09-13 19:26:03.817,SANDOVI2,2024-08-16 02:04:08.660,2024-10
1076830,Benchmark Conveyors Line 22,CLOSE,PM,17410,RM1017,JP2219,MAXADMIN,2024-11-17 03:18:14.690,21394,2024-10-01,2024-09-25 21:30:00.000,FWN,LAGUNIR1,FWNPS,2024-10-01 00:00:00,1076830,COMP,2024-09-28 14:36:43.777,LAGUNIR1,2024-08-16 02:04:20.257,2024-10
1076836,Case Erector Line 22,CLOSE,PM,17378,RM1017,JP2316,MAXADMIN,2024-11-17 03:18:16.477,21395,2024-10-01,2024-09-20 22:00:00.000,FWN,SANDOVI2,FWNPS,2024-10-01 00:00:00,1076836,COMP,2024-09-26 12:04:20.847,SANDOVI2,2024-08-16 02:04:27.497,2024-10
1076843,Case Packer Line 22,CLOSE,PM,17378,RM1017,JP2318,MAXADMIN,2024-11-17 03:18:18.057,21396,2024-10-01,2024-09-28 06:30:00.000,FWN,SANTIDAC,FWNPS,2024-10-01 00:00:00,1076843,COMP,2024-09-28 08:04:38.693,SANTIDAC,2024-08-16 02:04:35.187,2024-10
1076851,Case Sealer Line 22,CLOSE,PM,17378,RM1017,JP2317,MAXADMIN,2024-11-17 03:18:20.197,21397,2024-10-01,2024-09-25 21:45:00.000,FWN,OLMOSJU1,FWNPS,2024-10-01 00:00:00,1076851,COMP,2024-09-25 21:53:09.600,OLMOSJU1,2024-08-16 02:04:43.413,2024-10
1076857,Lit Feeder Line 22,CLOSE,PM,17377,RM1017,JP0011,MAXADMIN,2024-10-28 03:16:26.513,21399,2024-10-01,2024-09-10 11:30:00.000,FWN,CARRIKE1,FWNPS,2024-10-01 00:00:00,1076857,COMP,2024-09-11 08:44:13.497,US046104,2024-08-16 02:04:49.043,2024-10
1076859,Wrapper Line 22   17412,CLOSE,PM,17412,RM1017,JP1704,MAXADMIN,2024-11-17 03:18:21.670,21400,2024-10-01,2024-09-25 20:45:00.000,FWN,LAGUNIR1,FWNPS,2024-10-01 00:00:00,1076859,COMP,2024-09-28 14:45:37.293,LAGUNIR1,2024-08-16 02:04:51.360,2024-10
1076867,Wrapper Line 22   17414,CLOSE,PM,17414,RM1017,JP1704,MAXADMIN,2024-11-17 03:18:23.503,21401,2024-10-01,2024-09-26 10:30:00.000,FWN,CARRIKE1,FWNPS,2024-10-01 00:00:00,1076867,COMP,2024-09-27 13:28:36.307,US046104,2024-08-16 02:04:58.623,2024-10
1076875,Monthly Wilcomat Leak Tester,CLOSE,PM,17374,AR0853,JP2326,MAXADMIN,2024-10-25 03:15:27.543,21560,2024-10-01,2024-09-09 07:30:00.000,FWN,SMITHSTK,FWNPS,2024-10-01 00:00:00,1076875,COMP,2024-09-09 09:44:52.213,SMITHSTK,2024-08-16 02:05:05.953,2024-10
1076881,UDI Carton Printer and Verification System - 1M,CLOSE,PM,17450,RM0800,JP2146,MAXADMIN,2024-10-27 03:15:09.020,21660,2024-10-01,2024-09-10 16:30:00.000,FWN,EAGANPH1,FWNLC1,2024-10-01 00:00:00,1076881,COMP,2024-09-10 16:30:32.623,EAGANPH1,2024-08-16 02:05:11.160,2024-10
1076888,UDI Carton Printer and Verification System - 3M,CLOSE,PM,17450,RM0800,JP2147,MAXADMIN,2024-10-27 03:15:11.693,21661,2024-10-01,2024-09-09 20:30:00.000,FWN,EAGANPH1,FWNLC1,2024-10-10 00:00:00,1076888,COMP,2024-09-10 16:30:53.957,EAGANPH1,2024-08-16 02:05:17.497,2024-10
1076890,UDI Carton Printer and Verification System - 1M,CLOSE,PM,17452,AR1170,JP2146,MAXADMIN,2024-10-25 03:15:31.447,21671,2024-10-01,2024-09-05 10:45:00.000,FWN,BOSQURA1,FWNLC1,2024-10-01 00:00:00,1076890,COMP,2024-09-05 13:08:29.333,US011365,2024-08-16 02:05:20.390,2024-10
1076897,UDI Carton Printer and Verification System - 3M,CLOSE,PM,17452,AR1170,JP2147,MAXADMIN,2024-10-25 03:15:35.827,21673,2024-10-01,2024-09-05 11:30:00.000,FWN,BOSQURA1,FWNLC1,2024-10-10 00:00:00,1076897,COMP,2024-09-05 13:09:56.307,US011365,2024-08-16 02:05:26.710,2024-10
1076899,Reflex Labeler Monthly PM,CLOSE,PM,17448,AR0135,JP2062,MAXADMIN,2024-11-10 03:16:47.613,21718,2024-10-01,2024-09-18 14:00:00.000,FWN,WELLSBR2,FWNLC1,2024-10-01 00:00:00,1076899,COMP,2024-09-19 13:41:29.820,WELLSBR2,2024-08-16 02:05:29.387,2024-10
1076902,UDI Carton Printer and Verification System,CLOSE,PM,17449,RM0721,JP2146,MAXADMIN,2024-10-21 03:15:28.440,2205,2024-10-01,2024-09-04 08:00:00.000,FWN,KELLEJU4,FWNLC1,2024-10-01 00:00:00,1076902,COMP,2024-09-05 06:08:18.537,KELLEJU4,2024-08-16 02:05:32.653,2024-10
1076909,UDI Carton Printer and Verification System,CLOSE,PM,17449,RM0721,JP2147,MAXADMIN,2024-10-21 03:15:31.307,2206,2024-10-01,2024-09-04 08:15:00.000,FWN,KELLEJU4,FWNLC1,2024-10-10 00:00:00,1076909,COMP,2024-09-05 06:09:43.203,KELLEJU4,2024-08-16 02:05:38.293,2024-10
1076911,UDI Carton Printer and Verification System,CLOSE,PM,17451,AR0630,JP2147,MAXADMIN,2024-10-29 03:15:16.130,2210,2024-10-01,2024-09-11 05:30:00.000,FWN,DAYTE1,FWNLC1,2024-10-10 00:00:00,1076911,COMP,2024-09-12 06:02:04.363,DAYTE1,2024-08-16 02:05:40.707,2024-10
1076913,EID 2309-005 1 MO PM,CLOSE,PM,2309-005,RM0513,JP2310-004,MAXADMIN,2024-10-29 03:15:17.200,22636,2024-10-01,2024-09-12 23:15:00.000,FWN,HANSOMA1,FWNLC1,2024-10-01 00:00:00,1076913,COMP,2024-09-13 04:54:28.030,HANSOMA1,2024-08-16 02:05:43.313,2024-10
1076916,EID 2309-007 1 MO PM,CLOSE,PM,2309-007,RM0513,JP2310-010,MAXADMIN,2024-10-29 03:15:19.257,22642,2024-10-01,2024-09-12 23:30:00.000,FWN,HANSOMA1,FWNLC1,2024-10-01 00:00:00,1076916,COMP,2024-09-13 04:56:14.403,HANSOMA1,2024-08-16 02:05:47.523,2024-10
1076921,Line 14 Case Erector Glue System PM,CLOSE,PM,15471,RM0816,JP1131,MAXADMIN,2024-11-03 03:15:36.717,2301-15471,2024-10-01,2024-09-17 10:00:00.000,FWN,CARRIKE1,FWNPS,2024-10-31 00:00:00,1076921,COMP,2024-09-17 10:05:00.200,US046104,2024-08-16 02:05:54.523,2024-10
1076926,Leak Tester 1,CLOSE,PM,15474,RM1017,2301-02,MAXADMIN,2024-11-03 03:15:38.127,2301-15474-01,2024-10-01,2024-09-17 19:15:00.000,FWN,LAGUNIR1,FWNPS,2024-10-01 00:00:00,1076926,COMP,2024-09-17 20:19:59.323,LAGUNIR1,2024-08-16 02:06:03.037,2024-10
1076928,Leak Tester 2,CLOSE,PM,15475,RM1017,2301-02,MAXADMIN,2024-11-03 03:15:39.020,2301-15475-01,2024-10-01,2024-09-17 18:00:00.000,FWN,LAGUNIR1,FWNPS,2024-10-01 00:00:00,1076928,COMP,2024-09-17 20:21:29.137,LAGUNIR1,2024-08-16 02:06:06.250,2024-10
1076930,RO,CLOSE,PM,17404,RM0530,JP1670,MAXADMIN,2024-11-17 03:18:25.567,2301-17404-02,2024-10-01,2024-09-28 22:30:00.000,FWN,UKPONNS1,FWNWSM,2024-10-01 00:00:00,1076930,COMP,2024-09-29 00:48:34.833,UKPONNS1,2024-08-16 02:06:10.220,2024-10
1076932,UDI Carton Printer and Verification System,CLOSE,PM,17453,AR0135,JP2146,MAXADMIN,2024-11-10 03:16:48.917,2301-17453-01,2024-10-01,2024-09-17 09:45:00.000,FWN,WELLSBR2,FWNLC1,2024-10-01 00:00:00,1076932,COMP,2024-09-18 12:24:57.553,WELLSBR2,2024-08-16 02:06:15.087,2024-10
1076939,Reflex Packaging Line Automated Wrapper,CLOSE,PM,15463,AR0135,2302-01,MAXADMIN,2024-11-10 03:16:50.497,2302-15463,2024-10-01,2024-09-18 09:30:00.000,FWN,WELLSBR2,FWNLC1,2024-10-01 00:00:00,1076939,COMP,2024-09-19 11:08:04.350,WELLSBR2,2024-08-16 02:06:23.267,2024-10
1076945,Reflex Packaging Line Automated Cartoner – 1M,CLOSE,PM,15465,AR0135,2303-03,MAXADMIN,2024-11-10 03:16:51.760,2303-003,2024-10-01,2024-09-18 11:45:00.000,FWN,WELLSBR2,FWNLC1,2024-10-01 00:00:00,1076945,COMP,2024-09-19 13:13:40.103,WELLSBR2,2024-08-16 02:06:32.480,2024-10
1076948,Reflex Packaging Line Conveyor System – 1M,CLOSE,PM,15466,AR0135,2303-04,MAXADMIN,2024-11-10 03:16:52.483,2303-004,2024-10-01,2024-09-19 08:45:00.000,FWN,WELLSBR2,FWNLC1,2024-10-01 00:00:00,1076948,COMP,2024-09-19 13:17:04.250,WELLSBR2,2024-08-16 02:06:36.793,2024-10
1076950,Reflex Sealer Glue System – 1M,CLOSE,PM,15464,AR0135,JP1131,MAXADMIN,2024-11-10 03:16:53.150,2303-023,2024-10-01,2024-09-20 06:45:00.000,FWN,WELLSBR2,FWNLC1,2024-10-01 00:00:00,1076950,COMP,2024-09-20 07:19:23.517,WELLSBR2,2024-08-16 02:06:40.393,2024-10
1076955,Reflex Case Erector Glue System – 1M,CLOSE,PM,15467,AR0135,JP1131,MAXADMIN,2024-11-10 03:16:54.153,2303-024,2024-10-01,2024-09-20 07:15:00.000,FWN,WELLSBR2,FWNLC1,2024-10-01 00:00:00,1076955,COMP,2024-09-20 07:23:30.543,WELLSBR2,2024-08-16 02:06:48.253,2024-10
1076960,Case Erector Reflex Maintenance – 1M,CLOSE,PM,15467,AR0135,JP2317,MAXADMIN,2024-11-10 03:16:55.503,2303-025,2024-10-01,2024-09-20 11:30:00.000,FWN,WELLSBR2,FWNLC1,2024-10-01 00:00:00,1076960,COMP,2024-09-20 11:55:39.133,WELLSBR2,2024-08-16 02:06:54.730,2024-10
1076966,Line 14 Portable Aggregation Station Conveyor 1 Month,CLOSE,PM,2305-03,AR0855,2303-04,MAXADMIN,2024-11-17 03:18:26.550,2312-05,2024-10-01,2024-09-19 15:30:00.000,FWN,LAGUNIR1,FWNPS,2024-10-01 00:00:00,1076966,COMP,2024-09-19 15:37:20.217,LAGUNIR1,2024-08-16 02:07:01.730,2024-10
1076968,EID 2403-01 1 MO PM,PENDQA,PM,2403-01,RM0720,2404-03,US023420,2025-06-02 11:20:08.507,2404-04,2024-10-01,2024-09-28 02:30:00.000,FWN,,FWNLC1,2024-10-01 00:00:00,1076968,COMP,2024-10-01 04:04:20.627,US029160,2024-08-16 02:07:04.457,2024-10
1076970,EID 2403-01 3 MO PM,CLOSE,PM,2403-01,RM0720,2404-04,MAXADMIN,2024-11-17 03:18:27.477,2404-05,2024-10-01,2024-09-25 05:15:00.000,FWN,ORBANWI1,FWNLC1,2024-10-10 00:00:00,1076970,COMP,2024-09-25 05:33:24.107,US029160,2024-08-16 02:07:07.177,2024-10
1076972,LN22 Checkweigher 1MO,CLOSE,PM,17433,RM1017,JP2150,MAXADMIN,2024-11-10 03:16:56.987,2404-07,2024-10-01,2024-09-19 20:30:00.000,FWN,SANDOVI2,FWNPS,2024-10-01 00:00:00,1076972,COMP,2024-09-19 21:11:25.243,SANDOVI2,2024-08-16 02:07:10.070,2024-10
1076980,Spray Balls/Dip Tubes,CLOSE,PM,2403-02,RM0129,JP1447,MAXADMIN,2024-11-17 03:18:28.183,2405-02,2024-10-01,2024-09-26 14:15:00.000,FWN,THOMPBI1,FWNWSM,2024-10-01 00:00:00,1076980,COMP,2024-09-26 14:21:30.097,PECOTJA1,2024-08-16 02:07:17.127,2024-10
1076983,EID 2312-01 1 MO PM (Belts),CLOSE,PM,2312-01,RM0816,2405-02,MAXADMIN,2024-10-25 03:15:37.937,2405-09,2024-10-01,2024-09-06 09:15:00.000,FWN,CARLSCO2,FWNPS,2024-10-01 00:00:00,1076983,COMP,2024-09-06 11:56:34.127,US023559,2024-08-16 02:07:21.200,2024-10
1076985,EID 2312-01 1 MO PM (Suction Cups),CLOSE,PM,2312-01,RM0816,2405-04,MAXADMIN,2024-10-25 03:15:39.660,2405-11,2024-10-01,2024-09-06 09:45:00.000,FWN,CARLSCO2,FWNPS,2024-10-01 00:00:00,1076985,COMP,2024-09-06 11:59:33.297,US023559,2024-08-16 02:07:24.707,2024-10
1076987,EID 10023 1 MO PM,CLOSE,PM,10023,AR0853,JP0700,MAXADMIN,2024-11-17 03:18:29.337,E10023M,2024-10-01,2024-09-27 13:30:00.000,FWN,SANTIDAC,FWNPS,2024-10-01 00:00:00,1076987,COMP,2024-09-28 08:08:11.167,SANTIDAC,2024-08-16 02:07:27.740,2024-10
1076998,EID 10027 3 MO PM,CLOSE,PM,10027,RM0601,JP1115,MAXADMIN,2024-11-17 03:18:31.760,E100273M,2024-10-01,2024-09-23 13:30:00.000,FWN,THOMPBI1,FWNWSM,2024-10-10 00:00:00,1076998,COMP,2024-09-23 14:33:21.310,US048976,2024-08-16 02:07:39.973,2024-10
1077003,EID 10028 3 MO PM,CLOSE,PM,10028,RM0601,JP1115,MAXADMIN,2024-11-17 03:18:33.250,E100283M,2024-10-01,2024-09-23 14:15:00.000,FWN,THOMPBI1,FWNWSM,2024-10-10 00:00:00,1077003,COMP,2024-09-23 14:35:46.947,US048976,2024-08-16 02:07:47.233,2024-10
1077008,"EID 10036 1 MO PM ""A""",CLOSE,PM,10036,INTERIOR,JP0990,MAXADMIN,2024-11-10 03:16:58.587,E10036-1MA,2024-10-01,2024-09-23 09:15:00.000,FWN,KELLEJU4,FWNLC1,2024-10-01 00:00:00,1077008,COMP,2024-09-23 10:19:56.367,KELLEJU4,2024-08-16 02:07:55.357,2024-10
1077010,"EID 10036 1 mo PM ""A""",CLOSE,PM,10036,INTERIOR,JP0816,MAXADMIN,2024-10-27 03:15:12.757,E10036A,2024-10-01,2024-09-10 12:00:00.000,FWN,KELLEJU4,FWNLC1,2024-10-01 00:00:00,1077010,COMP,2024-09-10 13:36:54.423,KELLEJU4,2024-08-16 02:07:59.360,2024-10
1077014,"EID 10037 2 Mo PM ""E",CLOSE,PM,10037,RM0612,JP0918,MAXADMIN,2024-11-10 03:16:59.287,E10037E,2024-10-01,2024-09-23 07:30:00.000,FWN,KELLEJU4,FWNLC1,2024-10-01 00:00:00,1077014,COMP,2024-09-23 08:14:35.680,KELLEJU4,2024-08-16 02:08:04.727,2024-10
1077021,EID 10046 3MO PM,CLOSE,PM,10046,RM0330,JP0544,MAXADMIN,2024-11-23 03:16:23.377,E100463M,2024-10-01,2024-09-30 12:30:00.000,FWN,THOMPBI1,FWNWSM,2024-10-10 00:00:00,1077021,COMP,2024-09-30 12:33:03.470,US048976,2024-08-16 02:08:14.843,2024-10
1077024,PM for Line 20 Pallet Tipper - 10060,CLOSE,PM,10060,RM1171,JP2273,MAXADMIN,2024-11-17 03:18:34.483,E10060M,2024-10-01,2024-09-26 02:45:00.000,FWN,THOMAKEK,FWNLC1,2024-10-01 00:00:00,1077024,COMP,2024-09-26 03:01:48.867,THOMAKEK,2024-08-16 02:08:21.767,2024-10
1077027,EID 10110 3 MO PM,CLOSE,PM,10110,RM0601,JP1115,MAXADMIN,2024-11-10 03:17:01.017,E101103M,2024-10-01,2024-09-19 09:30:00.000,FWN,PECOTJA1,FWNWSM,2024-10-10 00:00:00,1077027,COMP,2024-09-19 10:15:16.100,PECOTJA1,2024-08-16 02:08:27.993,2024-10
1077032,EID 10129 3 MO PM,CLOSE,PM,10129,RM0264,JP1115,MAXADMIN,2024-11-17 03:18:35.607,E101293M,2024-10-01,2024-09-22 14:00:00.000,FWN,THOMPBI1,FWNWSM,2024-10-10 00:00:00,1077032,COMP,2024-09-22 14:14:10.240,US048976,2024-08-16 02:08:35.197,2024-10
1077037,EID 10130 3 MO PM,CLOSE,PM,10130,RM0264,JP1115,MAXADMIN,2024-11-17 03:18:36.950,E101303M,2024-10-01,2024-09-22 13:15:00.000,FWN,THOMPBI1,FWNWSM,2024-10-10 00:00:00,1077037,COMP,2024-09-22 14:11:01.533,US048976,2024-08-16 02:08:41.450,2024-10
1077037,EID 10130 3 MO PM,CLOSE,PM,10130,RM0264,JP1115,MAXADMIN,2024-11-17 03:18:36.950,E101303M,2024-10-01,2024-09-22 13:15:00.000,FWN,THOMPBI1,FWNWSM,2024-10-10 00:00:00,1077037,CORRTD,2024-09-22 14:12:39.793,US048976,2024-08-16 02:08:41.450,2024-10
1077037,EID 10130 3 MO PM,CLOSE,PM,10130,RM0264,JP1115,MAXADMIN,2024-11-17 03:18:36.950,E101303M,2024-10-01,2024-09-22 13:15:00.000,FWN,THOMPBI1,FWNWSM,2024-10-10 00:00:00,1077037,COMP,2024-09-22 14:18:48.730,US048976,2024-08-16 02:08:41.450,2024-10
1077042,EID 1026 1MO PM,CLOSE,PM,1026,RM0836,JP0137,MAXADMIN,2024-11-17 03:18:38.273,E1026-1M,2024-10-01,2024-09-28 09:30:00.000,FWN,SANTIDAC,FWNPS,2024-10-01 00:00:00,1077042,COMP,2024-09-28 14:22:10.207,SANTIDAC,2024-08-16 02:08:47.910,2024-10
1077051,EID 10315 3 MO PM,CLOSE,PM,10315,RM0601,JP0545,MAXADMIN,2024-11-17 03:18:40.937,E10315-3,2024-10-01,2024-09-25 07:30:00.000,FWN,LEDFOTI1,FWNCSM,2024-10-10 00:00:00,1077051,COMP,2024-09-26 12:19:43.077,US011311,2024-08-16 02:08:55.443,2024-10
1077054,"EID 10333 1 MO PM ""B""",CLOSE,PM,10333,AR0630,JP0994,MAXADMIN,2024-11-10 03:17:02.573,E10333MB,2024-10-01,2024-09-18 10:30:00.000,FWN,KELLEJU4,FWNLC1,2024-10-01 00:00:00,1077054,COMP,2024-09-18 11:16:00.553,KELLEJU4,2024-08-16 02:08:59.373,2024-10
1077058,"EID 10334 1 mo PM ""C""",CLOSE,PM,10334,AR0630,JP0991,MAXADMIN,2024-11-10 03:17:03.700,E10334C,2024-10-01,2024-09-18 09:30:00.000,FWN,KELLEJU4,FWNLC1,2024-10-01 00:00:00,1077058,COMP,2024-09-18 10:06:03.877,KELLEJU4,2024-08-16 02:09:03.407,2024-10
1077067,EID 10336 3 MO PM,CLOSE,PM,10336,AR0630,JP1274,MAXADMIN,2024-11-17 03:18:41.937,E10336-3M,2024-10-01,2024-09-24 09:30:00.000,FWN,KELLEJU4,FWNLC1,2024-10-10 00:00:00,1077067,COMP,2024-09-24 14:03:13.443,KELLEJU4,2024-08-16 02:09:12.097,2024-10
1077076,EID 10337 3 MO PM,CLOSE,PM,10337,AR0630,JP1274,MAXADMIN,2024-11-17 03:18:44.860,E10337-3M,2024-10-01,2024-09-24 11:30:00.000,FWN,KELLEJU4,FWNLC1,2024-10-10 00:00:00,1077076,COMP,2024-09-24 14:06:24.787,KELLEJU4,2024-08-16 02:09:22.177,2024-10
1077085,EID 10338 1 MO PM,CLOSE,PM,10338,AR0630,JP1005,MAXADMIN,2024-10-25 03:15:41.347,E10338-M,2024-10-01,2024-09-06 05:00:00.000,FWN,ORBANWI1,FWNLC1,2024-10-01 00:00:00,1077085,COMP,2024-09-06 05:25:42.547,US029160,2024-08-16 02:09:31.093,2024-10
1077089,EID 10345 3 MO PM,CLOSE,PM,10345,AR0630,JP1131,MAXADMIN,2024-10-27 03:15:14.333,E10345-3M,2024-10-01,2024-09-10 17:30:00.000,FWN,THOMAMAP,FWNLC1,2024-10-10 00:00:00,1077089,COMP,2024-09-10 18:04:29.590,US028795,2024-08-16 02:09:34.903,2024-10
1077094,EID 10345 1 MO PM,CLOSE,PM,10345,AR0630,JP0313,MAXADMIN,2024-11-17 03:18:48.177,E10345-M,2024-10-01,2024-09-25 08:30:00.000,FWN,DAYTE1,FWNLC1,2024-10-01 00:00:00,1077094,COMP,2024-09-26 04:19:54.980,DAYTE1,2024-08-16 02:09:42.503,2024-10
1077114,EID 10346 2 MO PM,CLOSE,PM,10346,AR0630,JP0985,MAXADMIN,2024-10-28 03:16:27.997,E10346-M,2024-10-01,2024-09-11 02:30:00.000,FWN,ORBANWI1,FWNLC1,2024-10-01 00:00:00,1077114,COMP,2024-09-12 05:26:38.297,US029160,2024-08-16 02:10:00.423,2024-10
1077117,EID 10467 1 MO PM,CLOSE,PM,10467,RM0320,JP1009,MAXADMIN,2024-11-02 03:15:20.513,E10467M,2024-10-01,2024-09-16 10:00:00.000,FWN,CARRIKE1,FWNPS,2024-10-01 00:00:00,1077117,COMP,2024-09-16 11:35:17.290,US046104,2024-08-16 02:10:05.653,2024-10
1077122,EID 10470 1 MO PM,CLOSE,PM,10470,RM0402,JP1001,MAXADMIN,2024-11-03 03:15:39.633,E10470-M,2024-10-01,2024-09-17 06:30:00.000,FWN,CARRIKE1,FWNPS,2024-10-01 00:00:00,1077122,COMP,2024-09-17 07:05:41.020,US046104,2024-08-16 02:10:11.220,2024-10
1077130,EID 10471 - 3 MO PM,CLOSE,PM,10471,LINE 18,JP0801,MAXADMIN,2024-11-03 03:15:41.990,E10471-3,2024-10-01,2024-09-14 15:45:00.000,FWN,THOMPBI1,FWNWSM,2024-10-10 00:00:00,1077130,COMP,2024-09-14 15:48:21.450,PECOTJA1,2024-08-16 02:10:19.413,2024-10
1077132,EID 10490 1 MO PM,CLOSE,PM,10490,RM0865,JP1007,MAXADMIN,2024-11-17 03:18:54.487,E10490-1,2024-10-01,2024-09-23 23:30:00.000,FWN,RAMOSAM3,FWNCSM,2024-10-01 00:00:00,1077132,COMP,2024-09-24 05:57:10.737,RAMOSAM3,2024-08-16 02:10:23.497,2024-10
1077138,"EID 10490 1 MO PM ""A""",CLOSE,PM,10490,RM0865,JP1742,MAXADMIN,2024-11-17 03:18:56.253,E10490-1MA,2024-10-01,2024-09-23 04:00:00.000,FWN,RAMOSAM3,FWNCSM,2024-10-01 00:00:00,1077138,COMP,2024-09-23 05:33:04.727,RAMOSAM3,2024-08-16 02:10:33.363,2024-10
1077140,EID 10490 3 mo PM,CLOSE,PM,10490,RM0865,JP1008,MAXADMIN,2024-11-17 03:18:57.227,E104903M,2024-10-01,2024-09-23 04:00:00.000,FWN,RAMOSAM3,FWNCSM,2024-10-10 00:00:00,1077140,COMP,2024-09-23 05:34:06.990,RAMOSAM3,2024-08-16 02:10:37.243,2024-10
1077148,EID 10490 1 MO PM,CLOSE,PM,10490,RM0865,JP1134,MAXADMIN,2024-11-17 03:18:59.557,E10490M,2024-10-01,2024-09-23 04:00:00.000,FWN,RAMOSAM3,FWNCSM,2024-10-01 00:00:00,1077148,COMP,2024-09-23 05:35:02.677,RAMOSAM3,2024-08-16 02:10:50.720,2024-10
1077151,"EID 10519 2 MO PM ""A""",CLOSE,PM,10519,RM0801B,JP0653,MAXADMIN,2024-11-02 03:15:23.800,E10519MA,2024-10-01,2024-09-16 19:45:00.000,FWN,EAGANPH1,FWNLC1,2024-10-01 00:00:00,1077151,COMP,2024-09-16 19:45:33.157,EAGANPH1,2024-08-16 02:10:56.290,2024-10
1077157,"EID 10519 2 MO PM ""B""",CLOSE,PM,10519,RM0801B,JP0918,MAXADMIN,2024-11-02 03:15:26.597,E10519MB,2024-10-01,2024-09-16 18:15:00.000,FWN,EAGANPH1,FWNLC1,2024-10-01 00:00:00,1077157,COMP,2024-09-16 18:22:36.643,EAGANPH1,2024-08-16 02:11:04.433,2024-10
1077164,EID 10520 3 MO PM,CLOSE,PM,10520,AR0297,JP0780,MAXADMIN,2024-11-17 03:19:00.400,E10520-3M,2024-10-01,2024-09-12 14:00:00.000,FWN,JONESGU1,FWNCSM,2024-10-10 00:00:00,1077164,COMP,2024-09-19 11:21:50.157,KOVALVL1,2024-08-16 02:11:12.163,2024-10
1077166,EID 10534 3 MO PM,CLOSE,PM,10534,RM0800,JP1131,MAXADMIN,2024-11-10 03:17:06.207,E10534-3M,2024-10-01,2024-09-23 23:45:00.000,FWN,HANSOMA1,FWNLC1,2024-10-10 00:00:00,1077166,COMP,2024-09-24 05:11:19.553,HANSOMA1,2024-08-16 02:11:16.073,2024-10
1077171,EID 10534 1 MO PM,CLOSE,PM,10534,RM0800,JP0313,MAXADMIN,2024-11-10 03:17:07.897,E10534-M,2024-10-01,2024-09-24 00:30:00.000,FWN,HANSOMA1,FWNLC1,2024-10-01 00:00:00,1077171,COMP,2024-09-24 05:13:12.437,HANSOMA1,2024-08-16 02:11:23.737,2024-10
1077194,"EID 10685 1 MO PM ""C""",CLOSE,PM,10685,RM0867,JP1209,MAXADMIN,2024-11-17 03:19:01.387,E10685MC,2024-10-01,2024-09-23 07:00:00.000,FWN,SNAPKDE1,FWNCSM,2024-10-01 00:00:00,1077194,COMP,2024-09-23 08:55:33.727,US036120,2024-08-16 02:11:50.387,2024-10
1077200,"EID 10705 1 MO PM ""D""",CLOSE,PM,10705,RM0560,JP1284,MAXADMIN,2024-10-25 03:15:44.397,E10705-1MD,2024-10-01,2024-09-06 06:00:00.000,FWN,DAYTE1,FWNLC1,2024-10-01 00:00:00,1077200,COMP,2024-09-09 04:47:40.397,DAYTE1,2024-08-16 02:11:59.687,2024-10
1077203,EID 10706 1 MO PM,CLOSE,PM,10706,RM0560,JP0979,MAXADMIN,2024-10-25 03:15:46.637,E10706-M,2024-10-01,2024-09-06 07:45:00.000,FWN,DAYTE1,FWNLC1,2024-10-01 00:00:00,1077203,COMP,2024-09-09 04:53:11.797,DAYTE1,2024-08-16 02:12:04.763,2024-10
